ITEM CODE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
232506,4.89,2.92,5.0
23251,0.0,0.0,11.0
232510,0.0,0.0,2.0
232512,0.0,0.0,5.0
232514,0.0,0.0,6.0
232516,0.0,0.0,12.0
232518,0.0,0.0,4.0
23252,0.16,1.0,7.0
232520,0.0,0.0,24.0
232524,0.0,0.0,20.0
232526,0.0,0.0,18.0
232528,0.0,0.0,21.0
232532,0.0,0.0,1.0
232536,0.0,0.0,14.0
232538,0.0,0.0,1.0
232550,0.0,0.0,3.0
232554,0.0,0.0,6.0
232556,0.97,3.0,3.0
23256,3.3000000000000003,0.0,0.0
232562,0.25,1.0,0.0
232566,0.0,0.0,1.0
232568,0.72,0.0,40.0
232572,0.0,0.0,1.0
232574,0.0,0.0,2.0
232578,0.0,0.0,4.0
23258,0.0,0.0,120.0
232580,0.0,0.0,32.0
232582,0.0,0.0,8.0
232584,0.0,0.0,2.0
232586,0.0,0.0,47.0
232588,0.0,0.0,41.0
232590,0.0,0.0,9.0
232592,0.0,0.0,0.0
232594,0.0,0.0,7.0
232596,0.0,0.0,1.0
232598,0.0,0.0,3.0
232600,0.0,0.0,9.0
232602,0.89,1.0,0.0
232606,0.0,0.0,2.0
232608,0.0,0.0,2.0
232610,0.0,0.0,1.0
232616,0.32,1.0,10.0
232620,0.0,0.0,5.0
232622,0.0,0.0,14.0
232624,0.0,0.0,2.0
232626,0.0,0.0,3.0
232628,0.0,0.0,5.0
232632,0.0,0.0,8.0
232634,0.0,0.0,2.0
232636,0.0,0.0,1.0
232638,0.0,0.0,1.0
232640,0.0,0.0,52.0
232646,0.0,0.0,6.0
232648,0.0,0.0,3.0
232650,0.0,0.0,2.0
232652,0.0,0.0,7.0
232660,1.06,1.0,0.0
232662,0.0,0.0,109.0
232666,0.0,0.0,1.0
232668,0.0,0.0,3.0
232670,0.0,0.0,1.0
232674,0.0,0.0,3.0
232680,0.0,0.0,1.0
232684,0.0,0.0,2.0
232686,0.0,0.0,1.0
232688,0.0,0.0,5.0
232704,0.0,0.0,3.0
232706,0.0,0.0,9.0
232708,5.85,14.0,21.0
232710,0.0,0.0,15.0
232712,0.0,0.0,18.0
232716,0.24,0.25,4.0
232722,0.0,0.0,3.0
232736,0.0,0.0,1.0
232746,0.0,0.0,14.0
232748,0.0,0.0,1.0
232751,0.0,0.0,5.0
232752,0.0,0.0,1.0
232754,0.0,0.0,1.0
232756,0.0,0.0,1.0
232758,0.0,0.0,2.0
23276,0.0,0.0,3.0
232760,0.0,0.0,4.0
232762,0.0,0.0,4.0
232766,0.0,0.0,1.0
232768,0.0,0.0,1.0
23277,0.0,0.0,44.0
232770,0.0,0.0,1.0
232774,0.0,0.0,2.0
232776,0.0,0.0,10.75
232778,0.33,1.0,0.0
23278,0.0,0.0,1.0
232780,0.0,0.0,2.0
232782,0.0,0.0,6.0
232784,0.0,0.0,6.0
232786,0.0,0.0,39.92
232788,0.0,0.0,1.0
232790,0.0,0.17,0.0
232798,0.0,0.0,6.0
232806,4.77,10.0,8.0
232808,0.0,0.0,4.0
232810,0.0,0.0,116.0
232818,0.0,0.0,3.0
23282,4.0,6.0,603.0
232822,0.0,0.0,29.0
232824,40.46,50.0,15.0
232826,0.0,0.0,7.0
232832,0.0,0.0,3.0
232836,0.0,0.0,1.0
232838,0.0,0.0,5.0
232840,0.0,0.0,12.0
232842,0.0,0.0,47.0
232844,0.0,0.0,1.0
232850,0.0,0.0,2.0
232860,0.0,0.0,17.0
232862,0.0,0.0,8.0
232864,0.0,0.0,15.92
232866,0.0,0.0,6.0
232868,0.0,0.0,3.0
23287,4.3999999999999995,4.0,17.0
232870,0.0,0.0,3.0
232874,0.0,0.0,35.0
232876,0.0,0.0,43.0
232880,0.0,0.0,1.0
232882,0.0,0.0,31.0
232884,0.0,0.0,36.0
232886,0.0,0.0,1.0
232888,0.0,0.0,2.0
23289,0.0,0.0,14.0
232890,0.0,0.0,12.0
232892,0.0,0.0,39.0
232898,0.0,0.0,7.0
232900,0.0,0.0,22.0
232902,0.0,0.0,5.0
232904,0.0,0.0,3.0
232906,0.0,0.0,8.0
232908,0.0,0.0,3.0
232910,0.0,0.0,39.0
232912,0.0,0.0,28.0
232914,0.0,0.0,28.0
232918,0.0,0.0,1.0
232920,0.0,0.0,5.0
232922,0.0,0.0,1.0
232924,0.0,0.0,3.0
232926,0.17,1.0,3.0
232928,0.0,0.0,1.0
232932,0.0,0.0,2.0
232934,0.0,0.0,14.0
232936,0.0,0.0,46.0
232938,0.0,0.0,5.0
232940,0.0,0.0,80.0
232942,0.0,0.0,48.83
232948,1.1800000000000002,2.0,2.0
232950,0.0,0.0,66.0
232954,5.21,1.0,33.0
232958,0.0,0.0,1.0
232960,0.0,0.0,1.0
232962,0.0,0.0,19.0
232972,0.0,0.0,5.0
232974,0.0,0.0,34.0
232978,0.0,0.0,2.0
232980,0.0,0.0,2.0
232982,0.0,0.0,6.0
232986,0.0,0.0,28.0
232988,0.0,0.0,21.0
232990,0.0,0.0,8.0
232992,0.33,1.0,7.0
232994,0.0,0.0,9.0
232996,1.81,3.0,146.0
232998,0.0,0.0,6.0
2330,5.0,9.0,26.0
233002,0.0,0.0,12.0
233006,0.0,0.0,1.0
233008,22.34,32.84,5.0
233010,0.0,0.0,16.0
233012,0.0,0.0,3.0
233014,0.0,0.0,5.0
233018,0.0,0.0,16.92
233022,0.0,0.0,14.0
233026,0.0,0.0,1.0
233028,0.0,0.0,1.0
233030,0.0,0.0,3.0
233034,0.0,0.0,13.0
233036,0.48000000000000004,1.0,1.0
233040,0.0,0.0,4.0
233042,0.0,0.0,6.0
233046,0.0,0.0,7.0
233050,0.0,0.0,1.0
233052,0.0,0.0,2.0
233054,0.0,0.0,2.0
233060,0.0,0.0,2.0
233062,0.64,0.0,0.0
233064,0.0,0.0,6.0
233066,0.0,0.0,7.0
23307,47.0,55.0,1410.92
233072,0.0,0.0,1.0
233074,0.0,0.0,2.0
233076,0.0,0.0,1.0
233078,0.0,0.0,34.92
233082,0.0,0.0,19.0
233088,0.0,0.0,7.0
233092,0.0,0.0,60.0
233094,0.0,0.0,4.0
233098,0.0,0.0,14.0
233100,0.0,0.0,2.0
233102,0.0,0.0,3.0
233106,0.0,0.0,21.0
233108,0.0,0.0,1.0
233114,3.37,9.0,0.0
233118,0.0,0.0,4.0
233120,7.950000000000001,7.0,119.0
233126,0.0,0.0,16.0
233128,0.0,0.0,11.0
233130,0.0,0.0,7.0
233132,0.0,0.0,25.0
233134,0.0,0.0,13.0
233136,0.0,0.0,3.0
233138,0.0,0.0,1.0
23314,111.17,122.0,39101.94
233142,0.0,0.0,1.0
233144,0.0,0.0,5.0
233146,0.0,0.0,1.0
233148,0.0,0.0,16.0
233150,0.0,0.0,1.0
233152,0.17,1.0,4.0
233154,0.0,0.0,1.0
233156,0.0,0.0,6.0
233158,0.0,0.0,3.0
23316,0.0,0.0,1559.35
233160,0.0,0.0,21.0
233162,0.49000000000000005,0.5,15.0
233164,0.0,0.0,16.0
233166,0.0,0.0,1.0
233168,0.0,0.0,8.0
233170,0.0,0.0,1.0
233172,0.0,0.0,11.0
233174,0.0,0.0,2.0
233176,0.0,0.0,5.0
233178,0.0,0.0,1.0
23318,0.0,0.0,28040.379999999997
233180,0.0,0.0,2.0
233182,0.0,0.0,0.0
233184,0.0,0.0,1.0
233186,0.0,0.0,2.0
233188,0.0,0.0,7.0
233190,0.0,0.0,3.0
233192,0.88,1.0,0.0
233194,0.0,0.0,1.0
233196,0.0,0.0,1.0
233198,0.0,0.0,1.0
23320,571.91,634.0,1979.75
233200,0.0,0.0,5.0
233202,0.0,0.0,2.0
233204,0.0,0.0,5.0
233206,0.0,0.0,27.0
233208,0.0,0.0,2.0
233210,0.0,0.0,6.0
233212,0.0,0.0,1.0
233214,0.0,0.0,47.0
233216,0.0,0.0,1.0
233218,0.0,0.0,3.0
233220,0.0,0.0,33.0
233222,0.0,0.0,6.0
233224,0.0,0.0,13.0
233226,0.0,0.0,39.0
233228,0.0,0.0,88.0
233230,0.0,0.0,9.0
233232,0.0,0.0,1.0
233234,0.0,0.0,41.0
233236,0.0,0.0,7.0
233238,0.0,0.0,2.0
23324,1.0,0.0,1511.0
233240,0.0,0.0,3.0
233242,0.0,0.0,2.0
233244,0.0,0.0,10.0
233246,0.0,0.0,2.0
233248,0.0,0.0,1.0
23325,2.8499999999999996,2.0,12.0
233250,0.0,0.0,1.0
233252,0.0,0.0,0.0
233260,0.0,0.0,1.0
233262,0.0,0.0,9.0
233264,0.0,0.0,7.0
233266,0.0,0.0,5.0
233268,0.0,0.0,5.0
233270,0.0,0.0,1.0
233272,0.0,0.0,1.0
233274,0.0,0.0,2.0
233276,0.0,0.0,3.0
233278,0.0,0.0,3.0
233280,0.0,0.0,4.0
233282,0.0,0.0,3.0
233284,0.0,0.0,5.0
233286,0.0,0.0,89.0
233288,0.0,0.0,64.0
233290,0.0,0.0,59.0
233292,0.0,0.0,3.0
233294,0.0,0.0,1.0
233296,0.0,0.0,4.0
233298,0.0,0.0,3.0
233300,0.0,0.0,6.0
233302,0.0,0.0,1.0
233304,0.0,0.0,5.0
233306,0.0,0.0,1.0
233308,0.0,0.0,16.0
233310,0.0,0.0,17.0
233312,0.0,0.0,2.0
233314,0.0,0.0,21.0
233316,0.0,0.0,9.92
233318,0.0,0.0,3.0
233320,0.0,0.0,2.0
233322,0.0,0.0,3.0
233326,0.0,0.0,3.0
233328,0.0,0.0,1.0
233330,1.38,1.66,52.0
233332,0.0,0.0,11.0
233336,0.0,0.0,2.0
233338,0.0,0.0,2.0
23335,0.0,0.0,12.0
23339,9.0,12.0,4.0
23340,2.0,2.0,5.0
23345,33.58,24.0,12.0
23353,14.049999999999999,6.0,81.0
233534,0.0,0.0,6.0
233538,0.0,0.0,16.0
233540,0.0,0.0,16.0
233542,0.0,0.0,9.0
233544,0.0,0.0,2.0
233546,0.0,0.0,2.0
23355,0.0,0.0,1571.35
233550,0.0,0.0,1.0
233552,0.0,0.0,13.0
233554,0.0,0.0,2.0
233556,0.0,0.0,1.0
233558,0.0,0.0,1.0
233560,0.0,0.0,1.0
233562,0.0,0.0,4.0
233564,0.0,0.0,2.0
233566,0.0,0.0,2.0
233568,0.0,0.0,3.0
23357,143.82,164.0,992.0
233570,0.0,0.0,7.0
233572,0.0,0.0,21.0
233574,0.0,0.0,11.0
233576,0.0,0.0,5.0
233578,0.0,0.0,1.0
23358,67.53999999999999,72.0,391.0
233580,0.0,0.0,72.0
233582,0.0,0.0,17.0
233584,0.0,0.0,1.0
233588,0.0,0.0,2.0
233590,0.0,0.0,6.0
233592,0.0,0.0,4.0
233594,0.0,0.0,1.0
233596,0.0,0.0,1.0
233598,0.0,0.0,5.0
233600,0.0,0.0,1.0
233602,0.0,0.0,1.0
233604,0.0,0.0,1.0
233606,0.0,0.0,1.0
233608,0.0,0.0,4.0
233610,0.0,0.0,12.0
233612,0.0,0.0,7.0
233614,0.0,0.0,9.0
233616,0.0,0.0,10.0
233618,0.0,0.0,49.0
233620,0.0,0.0,4.0
233622,0.0,0.0,2.0
233624,0.0,0.0,3.0
233626,0.0,0.0,6.0
233628,0.0,0.0,2.0
233630,0.0,0.0,8.0
233632,0.0,0.0,15.0
233634,0.0,0.0,12.0
233636,0.0,0.0,1.0
233638,0.0,0.0,9.0
23364,0.0,0.0,53.0
233640,0.0,0.0,9.0
233642,0.0,0.0,4.0
233644,0.0,0.0,7.0
233646,0.0,0.0,1.0
233648,0.0,0.0,4.0
233650,0.0,0.0,9.0
233652,0.0,0.0,3.0
233654,0.0,0.0,6.83
233656,0.0,0.0,23.0
233658,0.0,0.0,8.0
233660,0.0,0.0,7.0
233662,0.0,0.0,1.0
233664,0.0,0.0,6.0
233666,0.0,0.0,5.0
233668,0.0,0.0,4.0
233670,0.0,0.0,7.0
233672,0.0,0.0,1.0
233678,0.0,0.0,2.0
233680,0.0,0.0,1.0
233684,0.0,0.0,2.0
233686,0.0,0.0,1.0
233688,0.0,0.0,1.0
23369,0.0,0.0,36.0
233690,0.0,0.0,2.83
233692,0.0,0.0,1.0
233694,0.0,0.0,2.0
233696,0.0,0.0,3.0
233698,0.0,0.0,1.0
233700,0.0,0.0,1.0
233702,0.0,0.0,1.0
233704,0.0,0.0,2.0
233706,0.0,0.0,2.0
233708,0.0,0.0,3.0
233710,0.0,0.0,3.0
233712,0.0,0.0,2.0
233714,0.0,0.0,1.0
233716,0.0,0.0,7.0
233720,0.0,0.0,3.0
233722,0.0,0.0,15.0
233724,0.0,0.0,4.0
233726,0.0,0.0,2.0
233732,0.0,0.0,4.0
233738,0.0,0.0,3.0
233740,0.0,0.0,17.0
233742,0.0,0.0,2.0
233744,0.0,0.0,14.0
233746,0.0,0.0,4.0
233748,0.0,0.0,2.0
233750,0.0,0.0,4.0
233760,0.0,0.0,4.0
233762,0.0,0.0,2.0
233764,0.0,0.0,8.0
233772,0.0,0.0,11.96
233774,0.0,0.0,7.0
233776,0.0,0.0,2.0
233778,0.0,0.0,1.0
233780,0.0,0.0,11.0
233782,0.0,0.0,5.0
233784,0.0,0.0,13.0
23379,6.75,16.0,167.0
233790,0.0,0.0,2.0
233792,0.0,0.0,9.0
233794,0.0,0.0,9.0
233798,0.0,0.0,1.0
233804,0.0,0.0,5.0
233806,0.0,0.0,6.0
233808,0.0,0.0,4.0
233810,0.0,0.0,1.0
233812,0.0,0.0,2.0
233814,0.0,0.0,2.0
233816,0.0,0.0,4.0
233818,0.0,0.0,1.0
23382,0.0,0.0,1.0
233820,0.0,0.0,5.0
233826,0.0,0.0,8.0
233828,0.0,0.0,1.0
233830,0.0,0.0,24.0
233832,0.0,0.0,5.0
233846,0.0,0.0,4.0
233850,0.7200000000000001,0.0,0.0
233852,15.0,13.0,-0.5
233854,0.0,0.0,3.0
233856,0.0,0.0,2.0
233858,0.34,0.0,0.0
233860,0.0,0.0,1.0
233862,0.8400000000000001,0.0,0.0
233864,0.0,0.0,7.0
233866,0.0,0.0,1.0
233868,1.67,4.0,9.0
233870,0.67,3.0,3.0
233872,1.53,3.0,5.0
233874,1.01,3.0,2.0
233876,0.0,0.0,2.0
233878,0.0,0.0,3.0
233880,0.0,0.0,1.0
233882,0.0,0.0,3.0
233884,0.0,0.0,3.0
233886,0.0,0.0,11.0
233888,0.0,0.0,13.0
233890,0.0,0.0,12.0
233892,0.0,0.0,5.0
233894,19.099999999999998,30.0,1.0
233896,0.32,3.0,0.0
233898,0.0,0.0,6.0
233900,6.02,6.0,6.0
233902,0.0,0.0,4.0
233904,0.0,0.0,3.0
233906,0.0,0.0,9.0
233910,0.0,0.0,8.0
233912,0.0,0.0,3.0
233914,0.0,0.0,23.0
233916,0.0,0.0,2.0
233920,0.0,0.0,17.0
233924,0.0,0.0,2.0
233926,0.0,0.0,26.0
233928,0.0,0.0,2.0
233930,0.0,0.0,7.0
233932,0.0,0.0,3.0
233934,0.0,0.0,1.0
233936,0.0,0.0,4.0
233938,0.0,0.0,3.0
233940,0.0,0.0,5.0
233942,0.0,0.0,2.0
233944,0.0,0.0,2.0
233948,0.0,0.0,1.0
233950,0.0,0.0,1.0
233952,0.0,0.0,1.0
233954,0.0,0.0,2.0
233956,0.0,0.0,3.25
233960,0.0,0.0,8.0
233962,0.0,0.0,6.0
233964,0.0,0.0,6.0
233966,0.0,0.0,7.0
233968,0.0,0.0,2.0
23397,150.0,137.0,957.0
233970,0.0,0.0,1.0
233972,0.0,0.0,15.0
233974,0.0,0.0,2.0
233976,0.0,0.0,2.0
233978,0.0,0.0,53.0
233980,0.0,0.0,4.0
233982,0.0,0.0,5.0
233984,0.0,0.0,3.0
233986,0.0,0.0,2.0
233988,0.0,0.0,7.0
233990,0.0,0.0,0.0
233992,0.0,0.0,9.0
233994,0.0,0.0,13.0
233996,0.0,0.0,2.0
233998,0.0,0.0,12.0
234000,0.0,0.0,3.0
234002,0.0,0.0,10.0
234004,0.0,0.0,1.0
234006,0.0,0.0,1.0
234008,0.0,0.0,1.0
234010,0.0,0.0,1.0
234012,0.0,0.0,1.0
234014,0.0,0.0,13.0
234016,0.0,0.0,15.0
234018,0.0,0.0,244.0
234020,0.0,0.0,187.0
234022,0.0,0.0,1.0
234024,0.0,0.0,6.0
234028,0.0,0.0,34.0
23403,5.0,5.0,75.0
234030,0.0,0.0,19.0
234036,0.16,1.0,6.0
234038,0.0,0.0,13.75
234040,0.0,0.0,1.0
234042,0.0,0.0,0.0
234044,0.0,0.0,1.0
234046,0.0,0.0,8.0
234048,0.0,0.0,5.0
234050,0.0,0.0,1.0
234052,0.0,0.0,1.0
234054,0.0,0.0,1.0
234056,0.0,0.0,5.0
234058,0.0,0.0,20.0
234060,0.0,0.0,1.0
234062,0.0,0.0,37.0
234066,0.0,0.0,1.0
234068,0.0,0.0,7.0
23407,0.25,0.0,0.0
234070,0.0,0.0,3.0
234072,0.0,0.0,1.0
234074,0.0,0.0,17.0
234076,0.0,0.0,8.0
234078,0.0,0.0,1.0
234080,0.0,0.0,2.0
234082,0.0,0.0,9.0
234084,0.0,0.0,2.0
234086,0.0,0.0,20.0
234088,0.0,0.0,8.0
234090,0.0,0.0,1.0
234094,0.0,0.0,1.0
234096,0.0,0.0,4.0
234098,0.0,0.0,2.0
234100,0.0,0.0,6.0
234102,0.0,0.0,11.0
234104,0.0,0.0,117.0
234106,0.0,0.0,22.0
234108,0.0,0.0,29.0
234112,0.0,0.0,1.0
234114,0.0,0.0,10.0
234116,0.0,0.0,4.0
234118,0.0,0.0,2.0
234120,0.0,0.0,7.0
234124,0.0,0.0,1.0
234128,0.0,0.0,1.0
23413,1.0,1.0,238.0
234130,0.0,0.0,1.0
234132,0.0,0.0,1.0
234134,0.0,0.0,2.0
234136,0.0,0.0,3.0
234138,0.0,0.0,3.0
234140,0.0,0.0,3.0
234142,0.0,0.0,1.0
234144,0.0,0.0,2.0
234146,0.0,0.0,2.0
234150,0.0,0.0,1.0
234152,0.0,0.0,6.0
234154,0.0,0.0,14.0
234156,0.0,0.0,6.0
234158,0.0,0.0,13.0
23416,0.0,0.0,6010.18
234160,0.0,0.0,16.0
234162,0.0,0.0,1.0
234164,0.0,0.0,1.0
234166,0.0,0.0,11.0
234168,0.0,0.0,7.0
234170,0.0,0.0,4.0
234172,0.0,0.0,1.0
234174,0.0,0.0,4.0
234176,0.0,0.0,1.0
234178,0.0,0.0,10.0
234180,0.0,0.0,17.0
234182,0.0,0.0,4.0
234184,0.0,0.0,2.0
234186,0.0,0.0,68.0
234188,0.0,0.0,4.92
234190,1.99,3.0,11.0
234192,0.0,0.0,1.0
234194,0.0,0.0,1.0
234196,0.0,0.0,1.0
234198,0.0,0.0,85.0
234200,0.0,0.0,1.0
234202,0.0,0.0,4.0
234204,0.0,0.0,2.0
234206,0.0,0.0,16.5
234208,0.0,0.0,1.0
234210,0.0,0.0,1.0
234212,0.0,0.0,2.0
234214,0.0,0.0,1.0
234216,0.0,0.0,7.0
234218,0.0,0.0,6.0
23422,161.75,184.0,1003.75
234220,0.0,0.0,8.0
234222,0.0,0.0,3.0
234224,0.0,0.0,6.0
234226,0.0,0.0,2.0
234228,0.0,0.0,2.0
234230,0.0,0.0,3.0
234232,0.0,0.0,4.0
234234,0.0,0.0,2.0
234236,0.0,0.0,1.0
234238,0.0,0.0,1.0
234240,0.0,0.0,1.0
234242,0.0,0.0,2.0
234244,0.0,0.0,3.0
234246,0.0,0.0,1.0
234248,0.0,0.0,6.0
234250,1.5,1.0,21.0
234252,0.0,0.0,2.0
234254,0.0,0.0,1.0
234256,0.0,0.0,1.0
234258,0.0,0.0,1.0
23426,46.29,45.92,41.0
234260,0.0,0.0,1.0
234262,0.0,0.0,20.0
234264,0.0,0.0,2.0
234266,0.0,0.0,52.0
234268,0.0,0.0,3.0
234272,0.0,0.0,11.0
234274,0.0,0.0,6.0
234276,0.0,0.0,4.0
234278,0.0,0.0,13.0
234280,0.0,0.0,3.0
234282,1.16,4.0,5.0
234290,0.0,0.0,7.0
234292,0.0,0.0,1.0
234294,0.0,0.0,1.0
234296,0.0,0.0,1.0
234300,0.0,0.0,2.0
234302,0.0,0.0,1.0
234304,0.0,0.0,15.0
234306,0.0,0.0,8.0
234308,0.0,0.0,5.0
234310,0.0,0.0,8.0
234312,0.0,0.0,14.0
234314,0.0,0.0,11.0
234316,0.0,0.0,2.0
234318,0.0,0.0,3.0
23432,1048.0,1194.0,6530.17
234320,0.0,0.0,1.0
234322,8.21,11.92,3.0
234324,0.0,0.0,1.0
234328,0.0,0.0,7.0
23433,133.5,148.0,886.5
234330,0.0,0.0,12.0
234332,0.0,0.0,12.0
234334,0.0,0.0,7.0
234336,0.0,0.0,1.0
234338,0.0,0.0,9.0
234340,0.0,0.0,12.0
234342,0.0,0.0,1.0
234344,0.0,0.0,3.0
234346,0.0,0.0,1.0
234348,0.0,0.0,2.0
234350,0.0,0.0,1.0
234354,0.0,0.0,4.0
234356,0.0,0.0,1.0
234360,0.0,0.0,3.0
234362,0.0,0.0,1.0
234364,0.0,0.0,7.0
234366,0.0,0.0,2.0
234368,0.0,0.0,1.0
234370,0.0,0.0,2.0
234372,0.0,0.0,3.0
234374,0.0,0.0,1.0
234376,0.0,0.0,2.0
234378,0.0,0.0,2.0
234382,0.0,0.0,6.0
234384,0.0,0.0,6.0
234386,0.0,0.0,3.0
234388,0.0,0.0,2.0
234390,0.0,0.0,76.0
234392,0.0,0.0,12.0
234394,0.0,0.0,4.0
234398,0.0,0.0,8.0
234400,0.0,0.0,1.0
234404,0.0,0.0,1.0
234406,0.0,0.0,1.0
234408,0.0,0.0,1.0
234410,0.0,0.0,1.0
234412,0.0,0.0,2.0
234414,0.0,0.0,3.0
234416,0.0,0.0,4.0
234418,0.0,0.0,4.0
234420,0.0,0.0,1.0
234422,0.0,0.0,5.0
234424,0.0,0.0,1.0
234426,0.0,0.0,2.0
234428,0.0,0.0,2.0
234430,0.0,0.0,2.0
234432,0.0,0.0,3.0
234434,0.0,0.0,12.0
234436,0.0,0.0,5.0
234438,0.0,0.0,1.0
234440,0.0,0.0,4.0
234442,0.0,0.0,7.0
234444,6.22,12.0,3.0
234446,0.0,0.0,1.0
234448,0.0,0.0,2.0
23445,8961.0,9644.0,113591.37
234450,0.0,0.0,1.0
234452,0.0,0.0,1.0
234456,0.0,0.0,1.0
234458,0.0,0.0,1.0
234460,0.0,0.0,7.0
234464,0.0,0.0,1.0
234466,0.0,0.0,4.0
234468,0.0,0.0,3.0
234470,0.0,0.0,4.0
234472,0.0,0.0,4.0
234474,0.0,0.0,3.0
234476,0.0,0.0,70.0
234478,9.129999999999999,27.0,0.0
234480,0.0,0.0,1.0
234482,0.0,0.0,2.0
234484,0.0,0.0,2.0
234486,0.0,0.0,3.0
234488,0.0,0.0,1.0
234490,0.0,0.0,4.0
234492,0.0,0.0,1.0
234494,0.0,0.0,2.0
234496,0.0,0.0,1.0
234498,0.0,0.0,2.0
234500,0.0,0.0,10.0
234502,0.0,0.0,1.0
234504,0.0,0.0,1.0
234506,0.0,0.0,1.0
234508,0.0,0.0,1.0
234510,0.0,0.0,1.0
234512,0.0,0.0,6.0
234514,0.0,0.0,2.0
234516,0.0,0.0,1.0
234520,0.0,0.0,7.0
234524,0.0,0.0,22.0
234526,0.0,0.0,2.0
234528,0.0,0.0,9.0
234530,0.0,0.0,6.92
234532,0.0,0.0,24.0
234534,0.0,0.0,10.0
234536,0.0,0.0,20.0
234538,0.0,0.0,28.0
23454,8.02,8.0,87.0
234540,0.0,0.0,21.0
234542,0.0,0.0,55.84
234544,0.0,0.0,1.0
234546,0.0,0.0,2.0
234548,0.0,0.0,1.0
234550,0.0,0.0,4.0
234552,0.0,0.0,2.0
234554,0.0,0.0,10.0
234556,0.0,0.0,3.0
234558,0.0,0.0,8.0
23456,1269.0,1402.0,2751.0
234560,0.0,0.0,4.0
234562,0.0,0.0,1.0
234564,0.0,0.0,2.0
234566,0.0,0.0,3.0
234568,0.0,0.0,1.0
234572,0.0,0.0,5.0
234574,0.0,0.0,27.0
234576,0.0,0.0,17.0
234578,0.0,0.0,1.0
234580,0.0,0.0,7.0
234582,0.0,0.0,8.0
234584,0.0,0.0,3.0
234586,0.0,0.0,36.83
234588,0.0,0.0,16.0
234590,0.0,0.0,32.0
234592,0.0,0.0,2.0
234594,0.0,0.0,53.0
234596,0.0,0.0,24.0
234598,0.0,0.0,5.0
23460,0.0,0.0,1046.5
234600,0.0,0.0,5.0
234602,0.0,0.0,54.0
234604,0.0,0.0,47.0
234606,0.0,0.0,5.0
234608,0.0,0.0,4.0
234612,0.0,0.0,4.0
234614,0.0,0.0,5.0
234616,0.0,0.0,0.0
234618,0.0,0.0,1.0
234620,0.0,0.0,4.0
234622,0.0,0.0,1.0
234624,0.0,0.0,18.0
234626,0.0,0.0,1.0
234628,0.0,0.0,1.0
234630,0.0,0.0,21.0
234632,0.0,0.0,1.0
234634,0.0,0.0,20.0
234636,0.0,0.0,13.0
234638,0.0,0.0,5.0
23464,0.0,0.0,19.0
234640,0.0,0.0,1.0
234642,0.0,0.0,1.0
234644,0.0,0.0,1.0
234646,0.0,0.0,2.0
234648,0.0,0.0,1.0
234650,0.0,0.0,0.0
234652,0.0,0.0,24.0
234654,0.0,0.0,7.0
234656,0.0,0.0,3.0
234658,0.0,0.0,1.0
234660,0.0,0.0,2.0
234662,0.0,0.0,8.0
234664,0.0,0.0,3.0
234666,0.0,0.0,2.0
234668,0.0,0.0,2.0
234670,0.0,0.0,24.0
234672,0.0,0.0,21.0
234674,0.0,0.0,4.0
234676,0.0,0.0,1.0
234678,0.0,2.0,15.0
234680,0.0,0.0,8.0
234684,0.0,0.0,1.0
234686,0.0,0.0,1.0
234690,0.0,0.0,77.0
234692,0.0,0.0,8.0
234694,0.0,0.0,1.0
234696,0.0,0.0,27.0
234698,0.0,0.0,3.0
23470,0.0,1.0,68.0
234700,0.0,0.0,1.0
234704,0.0,0.0,5.0
234706,0.0,0.0,1.0
234708,0.0,0.0,0.0
234710,0.0,0.0,1.0
234712,0.0,0.0,1.0
234714,0.0,0.0,1.0
234716,0.0,0.0,3.0
234718,0.0,0.0,0.0
234720,0.0,0.0,1.0
234722,0.0,0.0,1.0
234724,0.0,0.0,1.0
234726,0.0,0.0,1.0
234728,0.0,0.0,46.0
234730,0.0,0.0,30.0
234732,0.0,0.0,3.0
234734,0.0,0.0,2.0
234736,0.0,0.0,3.0
234738,0.0,0.0,2.0
234744,0.0,0.0,1.83
234746,0.0,0.0,4.0
234748,0.0,0.0,1.0
23475,62.0,69.0,1381.0
234750,0.0,0.0,3.0
234752,0.0,0.0,1.0
234754,0.0,0.0,3.0
234756,0.0,0.0,1.0
234758,0.0,0.0,13.0
234760,0.0,0.0,1.0
234762,0.0,0.0,4.0
234764,0.0,0.0,5.0
234766,0.0,0.0,0.0
234768,0.0,0.0,12.0
234770,0.0,0.0,8.0
234772,0.0,0.0,1.0
234774,0.0,0.0,3.0
234776,0.0,0.0,2.0
234778,0.0,0.0,1.0
234780,0.0,0.0,2.0
234782,0.0,0.0,3.0
234784,0.0,0.0,9.0
234786,0.0,0.0,1.0
234788,0.0,0.0,3.0
234790,0.0,0.0,4.0
234792,0.0,0.0,3.0
234794,0.0,0.0,3.0
234796,0.0,0.0,1.0
234798,0.0,0.0,2.0
2348,0.0,0.0,1.0
234800,0.0,0.0,1.0
234804,0.0,0.0,11.0
234806,0.0,0.0,1.0
234808,0.0,0.0,4.0
23481,27.5,28.0,194.0
234810,0.0,0.0,4.0
234812,0.0,0.0,5.0
234814,0.0,0.0,3.0
234816,0.0,0.0,11.0
234818,0.0,0.0,6.0
234820,0.0,0.0,16.0
234822,0.0,0.0,3.0
